Data,Cidade,Unidade Hospitalar,Total Leitos Adulto Clínico, Total Leitos Adulto Clínico Ocupados,Total Leitos Adulto Clínico Livre,Total Leitos Adulto UTI,Total Leitos Adulto UTI Ocupados,Total Leitos Adulto UTI Livre,Total Leitos Pediatrico Clinico,Total Leitos Pediatrico Clinico Ocupados,Total Leitos Pediatrico Clinico Livre,Total Leitos Pediatrico UTI,Total Leitos Pediatrico UTI Ocupados,Total Leitos Pediatrico UTI Livre
11/01/2021 11:07:20,Ariquemes,Hospital Municipal de Ji-Paraná,0,0,0,0,0,0,4,3,2,0,0,0,
11/01/2021 10:02:00,Porto Velho,Cemetron,32,21,11,10,9,0,0,0,0,0,0,0,
11/01/2021 09:04:05,Porto Velho,Hospital de Campanha,71,25,46,27,24,0,0,0,0,0,0,0,
11/01/2021 08:50:32,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,1,1,0,6,6,0,0,0,0,0,0,0,
11/01/2021 10:00:25,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,32,0,0,0,0,0,0,0,
11/01/2021 08:49:19,Porto Velho,Samar,0,0,0,25,22,0,0,0,0,0,0,0,
11/01/2021 09:12:08,Porto Velho,Hospital de Campanha Zona Leste,10,3,7,10,3,0,0,0,0,0,0,0,
11/01/2021 08:11:31,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,6,12,7,0,7,
11/01/2021 08:27:04,Porto Velho,Hospital Regional de Extrema - HRE,5,2,3,0,0,0,0,0,0,0,0,0,
11/01/2021 08:44:51,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,0,9,1,0,0,0,0,0,0,0,0,
11/01/2021 09:36:10,Buritis,Hospital Regional de Buritis – HRB,7,7,0,0,0,0,1,1,0,0,0,0,
11/01/2021 10:07:36,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,25,24,1,1,0,0,0,0,0,0,0,0,
11/01/2021 10:33:35,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,5,5,0,3,0,2,0,0,0,2,0,2,
11/01/2021 11:27:17,Cacoal,Hospital Regional de Cacoal – HRC,18,18,0,28,28,1,1,0,1,1,0,1,
12/01/2021 07:31:19,Ariquemes,Hospital Municipal de Ariquemes - HMA,17,13,4,0,0,0,0,0,0,0,0,0,
12/01/2021 08:08:27,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,19,1,20,14,0,0,0,0,0,0,0,
12/01/2021 09:32:36,Ariquemes,Centro de Afecções Respiratórias - CAR,0,0,0,28,19,0,0,0,0,0,0,0,
12/01/2021 09:47:24,Ariquemes,Hospital Municipal das Crianças - HMC,0,0,0,0,0,0,4,3,2,0,0,0,
12/01/2021 10:13:16,Jaru,Hospital Municipal Sandoval de Araújo Dantas,9,0,9,5,4,0,0,0,0,0,0,0,
12/01/2021 10:16:47,Jaru,Centro de Atendimento a COVID-19 de Jaru,8,4,4,0,0,0,0,0,0,0,0,0,
12/01/2021 10:56:16,Ji-Paraná,Hospital Municipal de Ji-Paraná,30,28,2,10,10,0,1,0,2,0,0,0,
12/01/2021 08:27:34,Porto Velho,Hospital de Campanha,71,30,41,27,25,0,0,0,0,0,0,0,
12/01/2021 08:44:33,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,1,1,0,6,6,0,0,0,0,0,0,0,
12/01/2021 09:03:21,Porto Velho,Hospital de Campanha Zona Leste,10,3,7,10,3,0,0,0,0,0,0,0,
12/01/2021 10:04:31,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,32,0,0,0,0,0,0,0,
12/01/2021 08:45:53,Porto Velho,Samar,0,0,0,25,23,0,0,0,0,0,0,0,
12/01/2021 09:55:31,Porto Velho,Cemetron,32,20,12,10,10,0,0,0,0,0,0,0,
12/01/2021 08:09:20,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,8,10,7,0,7,
12/01/2021 08:35:12,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,1,0,1,1,0,0,0,0,0,0,0,0,
12/01/2021 09:17:53,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,6,6,0,3,1,1,0,0,0,2,1,1,
12/01/2021 09:43:32,Porto Velho,Hospital Regional de Extrema - HRE,5,2,3,0,0,0,0,0,0,0,0,0,
12/01/2021 10:44:33,Cacoal,Hospital Regional de Cacoal – HRC,18,18,0,28,28,1,1,0,1,1,0,1,
12/01/2021 11:13:36,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,24,24,0,2,2,0,0,0,0,0,0,0,
12/01/2021 12:07:13,Buritis,Hospital Regional de Buritis – HRB,13,13,0,0,0,0,1,1,0,0,0,0,
13/01/2021 07:36:42,Ariquemes,Hospital Municipal de Ariquemes - HMA,17,10,7,0,0,0,0,0,0,0,0,0,
13/01/2021 10:15:29,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,20,0,20,15,0,0,0,0,0,0,0,
13/01/2021 10:20:11,Jaru,Hospital Municipal Sandoval de Araújo Dantas,9,0,9,5,4,0,0,0,0,0,0,0,
13/01/2021 10:21:15,Ariquemes,Centro de Afecções Respiratórias - CAR,0,0,0,28,19,0,0,0,0,0,0,0,
13/01/2021 10:21:36,Jaru,Centro de Atendimento a COVID-19 de Jaru,8,2,6,0,0,0,0,0,0,0,0,0,
13/01/2021 10:48:55,Ariquemes,Hospital Municipal das Crianças - HMC,0,0,0,0,0,0,4,0,5,0,0,0,
13/01/2021 11:17:21,Ji-Paraná,Hospital Municipal de Ji-Paraná,30,30,0,10,10,0,1,0,2,0,0,0,
13/01/2021 08:22:57,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,1,1,0,6,5,0,0,0,0,0,0,0,
13/01/2021 08:37:50,Porto Velho,Hospital de Campanha,71,35,36,27,24,0,0,0,0,0,0,0,
13/01/2021 10:47:40,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,32,0,0,0,0,0,0,0,
13/01/2021 09:16:40,Porto Velho,Hospital de Campanha Zona Leste,10,3,7,10,6,0,0,0,0,0,0,0,
13/01/2021 09:38:49,Porto Velho,Samar,0,0,0,33,26,0,0,0,0,0,0,0,
13/01/2021 09:57:23,Porto Velho,Cemetron,32,19,13,10,7,0,0,0,0,0,0,0,
13/01/2021 07:24:14,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,1,8,1,0,0,0,0,0,0,0,0,
13/01/2021 08:14:15,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,6,12,7,0,7,
13/01/2021 08:46:16,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
13/01/2021 09:59:32,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,7,7,0,0,0,0,0,0,0,0,0,0,
13/01/2021 10:32:00,Cacoal,Hospital Regional de Cacoal – HRC,18,18,0,28,28,1,1,0,1,1,0,1,
13/01/2021 10:44:28,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,5,5,0,3,2,1,0,0,0,2,1,1,
13/01/2021 10:46:10,Buritis,Hospital Regional de Buritis – HRB,14,11,3,0,0,0,1,0,1,0,0,0,
14/01/2021 08:21:28,Ariquemes,Hospital Municipal de Ariquemes - HMA,14,13,1,0,0,0,0,0,0,0,0,0,
14/01/2021 09:25:51,Ariquemes,Centro de Afecções Respiratórias - CAR,0,0,0,28,22,0,0,0,0,0,0,0,
14/01/2021 09:46:32,Vilhena,Hospital Adamastor Teixeira de Oliveira,21,21,0,20,16,0,0,0,0,0,0,0,
14/01/2021 09:53:58,Jaru,Hospital Municipal Sandoval de Araújo Dantas,9,0,9,5,3,0,0,0,0,0,0,0,
14/01/2021 09:55:50,Jaru,Centro de Atendimento a COVID-19 de Jaru,8,5,3,0,0,0,0,0,0,0,0,0,
14/01/2021 10:58:36,Ariquemes,Hospital Municipal das Crianças - HMC,0,0,0,0,0,0,5,1,4,0,0,0,
14/01/2021 11:28:22,Ji-Paraná,Hospital Municipal de Ji-Paraná,40,36,4,10,10,0,2,0,2,0,0,0,
14/01/2021 10:48:31,Porto Velho,Cemetron,32,24,8,10,10,0,0,0,0,0,0,0,
14/01/2021 08:38:29,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,1,0,1,6,6,0,0,0,0,0,0,0,
14/01/2021 09:18:21,Porto Velho,Hospital de Campanha,71,37,34,27,25,0,0,0,0,0,0,0,
14/01/2021 09:20:10,Porto Velho,Samar,0,0,0,33,27,0,0,0,0,0,0,0,
14/01/2021 09:28:31,Porto Velho,Hospital de Campanha Zona Leste,17,6,11,12,9,0,0,0,0,0,0,0,
14/01/2021 09:40:53,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,30,0,0,0,0,0,0,0,
14/01/2021 08:31:41,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,2,7,1,0,0,0,0,0,0,0,0,
14/01/2021 09:10:35,Porto Velho,Hospital Regional de Extrema - HRE,5,0,5,0,0,0,0,0,0,0,0,0,
14/01/2021 09:30:46,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,5,13,7,0,7,
14/01/2021 10:15:19,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,6,6,0,0,0,0,0,0,0,0,0,0,
14/01/2021 10:29:12,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,7,7,0,4,4,1,0,0,0,2,1,1,
14/01/2021 10:35:45,Cacoal,Hospital Regional de Cacoal – HRC,18,11,7,28,22,1,1,0,1,1,0,1,
14/01/2021 11:11:16,Buritis,Hospital Regional de Buritis – HRB,13,11,2,0,0,0,1,0,1,0,0,0,
15/01/2021 07:21:09,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,20,0,20,16,0,0,0,0,0,0,0,
15/01/2021 09:27:54,Ariquemes,Hospital Municipal de Ariquemes - HMA,14,11,3,0,0,0,0,0,0,0,0,0,
15/01/2021 09:31:29,Ariquemes,Centro de Afecções Respiratórias - CAR,0,0,0,28,20,0,0,0,0,0,0,0,
15/01/2021 09:42:38,Ariquemes,Hospital Municipal das Crianças - HMC,0,0,0,0,0,0,5,2,3,0,0,0,
15/01/2021 09:53:50,Jaru,Centro de Atendimento a COVID-19 de Jaru,8,4,4,0,0,0,0,0,0,0,0,0,
15/01/2021 09:59:41,Jaru,Hospital Municipal Sandoval de Araújo Dantas,9,1,8,5,5,0,0,0,0,0,0,0,
15/01/2021 10:58:37,Ji-Paraná,Hospital Municipal de Ji-Paraná,30,28,2,10,10,0,2,0,2,0,0,0,
15/01/2021 09:15:54,Porto Velho,Hospital de Campanha,71,49,22,27,26,0,0,0,0,0,0,0,
15/01/2021 09:31:31,Porto Velho,Samar,0,0,0,33,31,0,0,0,0,0,0,0,
15/01/2021 09:46:25,Porto Velho,Hospital de Campanha Zona Leste,10,7,3,12,10,0,0,0,0,0,0,0,
15/01/2021 09:51:30,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,30,0,0,0,0,0,0,0,
15/01/2021 10:40:24,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,1,1,0,6,5,0,0,0,0,0,0,0,
15/01/2021 10:40:54,Porto Velho,Cemetron,32,21,11,10,9,0,0,0,0,0,0,0,
15/01/2021 08:58:07,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,2,7,1,0,0,0,0,0,0,0,0,
15/01/2021 09:53:04,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
15/01/2021 09:59:41,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,5,4,1,3,3,2,0,0,0,2,0,2,
15/01/2021 10:13:11,Buritis,Hospital Regional de Buritis – HRB,15,14,1,0,0,0,1,0,1,0,0,0,
15/01/2021 10:16:17,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,6,6,0,0,0,0,0,0,0,0,0,0,
15/01/2021 11:08:06,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,9,9,7,0,7,
15/01/2021 11:10:00,Cacoal,Hospital Regional de Cacoal – HRC,18,16,2,28,24,1,1,0,1,1,0,1,
16/01/2021 08:49:31,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,18,2,20,18,0,0,0,0,0,0,0,
16/01/2021 09:06:57,Ariquemes,Hospital Municipal das Crianças - HMC,0,0,0,0,0,0,5,0,5,0,0,0,
16/01/2021 09:09:27,Ariquemes,Hospital Municipal de Ariquemes - HMA,14,13,1,0,0,0,0,0,0,0,0,0,
16/01/2021 10:42:29,Ariquemes,Centro de Afecções Respiratórias - CAR,0,0,0,28,22,0,0,0,0,0,0,0,
16/01/2021 11:43:05,Ji-Paraná,Hospital Municipal de Ji-Paraná,40,27,13,10,10,0,2,0,2,0,0,0,
16/01/2021 11:52:59,Jaru,Hospital Municipal Sandoval de Araújo Dantas,9,0,9,6,6,0,0,0,0,0,0,0,
16/01/2021 11:56:19,Jaru,Centro de Atendimento a COVID-19 de Jaru,8,7,1,0,0,0,0,0,0,0,0,0,
16/01/2021 07:42:53,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,1,1,0,6,6,0,0,0,0,0,0,0,
16/01/2021 08:50:43,Porto Velho,Hospital de Campanha Zona Leste,10,7,3,12,10,0,0,0,0,0,0,0,
16/01/2021 08:58:32,Porto Velho,Samar,0,0,0,33,32,0,0,0,0,0,0,0,
16/01/2021 09:09:46,Porto Velho,Hospital de Campanha,71,45,26,27,27,0,0,0,0,0,0,0,
16/01/2021 10:12:53,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,32,0,0,0,0,0,0,0,
16/01/2021 10:03:30,Porto Velho,Cemetron,32,22,10,10,9,0,0,0,0,0,0,0,
16/01/2021 09:32:08,Cacoal,Hospital Regional de Cacoal – HRC,18,18,0,28,28,1,1,0,1,1,0,1,
16/01/2021 09:43:14,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
16/01/2021 10:02:44,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,17,17,0,0,0,0,0,0,0,0,0,0,
16/01/2021 10:16:57,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,3,6,1,0,0,0,0,0,0,0,0,
16/01/2021 10:18:53,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,9,9,7,0,7,
16/01/2021 11:23:34,Buritis,Hospital Regional de Buritis – HRB,14,14,0,0,0,0,1,0,1,0,0,0,
16/01/2021 12:29:43,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,8,8,0,3,3,1,0,0,0,2,1,1,
17/01/2021 08:29:23,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,20,0,20,19,0,0,0,0,0,0,0,
17/01/2021 09:43:37,Ariquemes,Hospital Municipal das Crianças - HMC,0,0,0,0,0,0,5,0,5,0,0,0,
17/01/2021 11:00:43,Ariquemes,Centro de Afecções Respiratórias - CAR,0,0,0,28,21,0,0,0,0,0,0,0,
17/01/2021 11:19:04,Ariquemes,Hospital Municipal de Ariquemes - HMA,17,17,0,0,0,0,0,0,0,0,0,0,
17/01/2021 12:10:37,Jaru,Hospital Municipal Sandoval de Araújo Dantas,9,0,9,7,7,0,0,0,0,0,0,0,
17/01/2021 12:12:20,Jaru,Centro de Atendimento a COVID-19 de Jaru,8,8,0,0,0,0,0,0,0,0,0,0,
17/01/2021 12:16:25,Ji-Paraná,Hospital Municipal de Ji-Paraná,40,27,13,10,10,0,2,1,1,0,0,0,
17/01/2021 07:42:47,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,1,1,0,6,6,0,0,0,0,0,0,0,
17/01/2021 08:46:34,Porto Velho,Cemetron,32,29,3,10,9,0,0,0,0,0,0,0,
17/01/2021 09:06:06,Porto Velho,Hospital de Campanha,71,52,19,27,27,0,0,0,0,0,0,0,
17/01/2021 09:10:53,Porto Velho,Hospital de Campanha Zona Leste,12,8,4,20,10,0,0,0,0,0,0,0,
17/01/2021 10:16:41,Porto Velho,Samar,0,0,0,33,31,0,0,0,0,0,0,0,
17/01/2021 10:50:30,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,33,0,0,0,0,0,0,0,
17/01/2021 06:54:59,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,2,7,1,0,0,0,0,0,0,0,0,
17/01/2021 07:42:18,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,4,14,7,0,7,
17/01/2021 08:09:25,Porto Velho,Hospital Regional de Extrema - HRE,5,2,3,0,0,0,0,0,0,0,0,0,
17/01/2021 09:23:02,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,21,21,0,0,0,0,0,0,0,0,0,0,
17/01/2021 09:44:16,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,5,4,1,5,5,1,0,0,0,2,1,1,
17/01/2021 10:12:48,Cacoal,Hospital Regional de Cacoal – HRC,18,15,3,28,25,1,1,0,1,1,0,1,
17/01/2021 10:53:36,Buritis,Hospital Regional de Buritis – HRB,15,12,3,0,0,0,1,0,1,0,0,0,
18/01/2021 08:04:17,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,20,0,20,19,0,0,0,0,0,0,0,
18/01/2021 10:14:04,Jaru,Hospital Municipal Sandoval de Araújo Dantas,9,0,9,6,6,0,0,0,0,0,0,0,
18/01/2021 10:15:30,Jaru,Centro de Atendimento a COVID-19 de Jaru,8,7,1,0,0,0,0,0,0,0,0,0,
18/01/2021 10:21:47,Ariquemes,Centro de Afecções Respiratórias - CAR,0,0,0,28,19,0,0,0,0,0,0,0,
18/01/2021 10:27:57,Ariquemes,Hospital Municipal de Ariquemes - HMA,16,16,0,0,0,0,0,0,0,0,0,0,
18/01/2021 10:29:42,Ariquemes,Hospital Municipal das Crianças - HMC,0,0,0,0,0,0,5,0,5,0,0,0,
18/01/2021 12:57:31,Ji-Paraná,Hospital Municipal de Ji-Paraná,30,30,0,10,10,0,2,0,2,0,0,0,
18/01/2021 08:56:56,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,1,0,1,6,6,0,0,0,0,0,0,0,
18/01/2021 09:15:42,Porto Velho,Hospital de Campanha,71,53,18,27,26,0,0,0,0,0,0,0,
18/01/2021 09:18:11,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,34,0,0,0,0,0,0,0,
18/01/2021 09:20:57,Porto Velho,Samar,0,0,0,33,30,0,0,0,0,0,0,0,
18/01/2021 10:11:54,Porto Velho,Cemetron,32,25,7,10,10,0,0,0,0,0,0,0,
18/01/2021 10:55:43,Porto Velho,Hospital de Campanha Zona Leste,12,8,4,17,14,0,0,0,0,0,0,0,
18/01/2021 08:02:24,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,7,11,7,0,7,
18/01/2021 09:08:09,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,1,8,1,0,0,0,0,0,0,0,0,
18/01/2021 09:25:30,Porto Velho,Hospital Regional de Extrema - HRE,5,2,3,0,0,0,0,0,0,0,0,0,
18/01/2021 09:27:01,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,5,5,0,5,5,2,0,0,0,2,0,2,
18/01/2021 10:25:19,Cacoal,Hospital Regional de Cacoal – HRC,18,16,2,28,28,1,1,0,1,1,0,1,
18/01/2021 11:02:29,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,15,15,0,0,0,0,0,0,0,0,0,0,
18/01/2021 12:25:35,Buritis,Hospital Regional de Buritis – HRB,15,8,7,0,0,0,1,0,1,0,0,0,
19/01/2021 07:34:11,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,17,3,20,20,0,0,0,0,0,0,0,
19/01/2021 09:48:09,Ji-Paraná,Hospital Municipal de Ji-Paraná,30,27,3,10,10,0,2,0,2,0,0,0,
19/01/2021 10:20:27,Ariquemes,Hospital Municipal de Ariquemes - HMA,16,16,0,0,0,0,0,0,0,0,0,0,
19/01/2021 10:22:19,Jaru,Centro de Atendimento a COVID-19 de Jaru,8,8,0,0,0,0,0,0,0,0,0,0,
19/01/2021 10:29:52,Jaru,Hospital Municipal Sandoval de Araújo Dantas,9,1,8,6,6,0,0,0,0,0,0,0,
19/01/2021 10:35:05,Ariquemes,Centro de Afecções Respiratórias - CAR,0,0,0,28,21,0,0,0,0,0,0,0,
19/01/2021 10:37:12,Ariquemes,Hospital Municipal das Crianças - HMC,0,0,0,0,0,0,5,1,4,0,0,0,
19/01/2021 08:32:55,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,1,1,0,6,6,0,0,0,0,0,0,0,
19/01/2021 09:15:21,Porto Velho,Hospital de Campanha,71,48,23,27,27,0,0,0,0,0,0,0,
19/01/2021 09:35:29,Porto Velho,Hospital de Campanha Zona Leste,12,7,5,16,14,0,0,0,0,0,0,0,
19/01/2021 09:55:36,Porto Velho,Samar,0,0,0,33,31,0,0,0,0,0,0,0,
19/01/2021 11:02:30,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,29,0,0,0,0,0,0,0,
19/01/2021 10:21:42,Porto Velho,Cemetron,32,27,5,10,10,0,0,0,0,0,0,0,
19/01/2021 07:52:45,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,1,8,1,0,0,0,0,0,0,0,0,
19/01/2021 09:27:03,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
19/01/2021 09:29:16,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,5,5,0,5,5,2,0,0,0,2,0,2,
19/01/2021 09:38:34,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,9,9,7,0,7,
19/01/2021 10:09:29,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,15,15,0,1,1,0,0,0,0,0,0,0,
19/01/2021 10:28:34,Cacoal,Hospital Regional de Cacoal – HRC,18,12,6,28,27,1,1,0,1,1,0,1,
19/01/2021 10:43:20,Buritis,Hospital Regional de Buritis – HRB,15,8,7,0,0,0,0,0,0,0,0,0,
20/01/2021 07:33:12,Ariquemes,Hospital Municipal de Ariquemes - HMA,15,15,0,0,0,0,0,0,0,0,0,0,
20/01/2021 07:59:31,Vilhena,Hospital Adamastor Teixeira de Oliveira,24,19,5,20,20,0,0,0,0,0,0,0,
20/01/2021 09:04:54,Ariquemes,Centro de Afecções Respiratórias - CAR,0,0,0,28,23,0,0,0,0,0,0,0,
20/01/2021 10:16:12,Ji-Paraná,Hospital Municipal de Ji-Paraná,30,29,1,10,10,0,2,0,2,0,0,0,
20/01/2021 10:44:26,Jaru,Hospital Municipal Sandoval de Araújo Dantas,9,6,3,6,6,0,0,0,0,0,0,0,
20/01/2021 10:47:00,Jaru,Centro de Atendimento a COVID-19 de Jaru,8,5,3,0,0,0,0,0,0,0,0,0,
20/01/2021 10:59:33,Ariquemes,Hospital Municipal das Crianças - HMC,0,0,0,0,0,0,5,0,5,0,0,0,
20/01/2021 09:22:58,Porto Velho,Hospital de Campanha,71,54,17,27,26,0,0,0,0,0,0,0,
20/01/2021 09:40:01,Porto Velho,Samar,0,0,0,33,30,0,0,0,0,0,0,0,
20/01/2021 09:59:03,Porto Velho,Hospital de Campanha Zona Leste,12,6,6,16,12,0,0,0,0,0,0,0,
20/01/2021 10:33:16,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,32,0,0,0,0,0,0,0,
20/01/2021 11:28:18,Porto Velho,Cemetron,24,20,4,18,18,0,0,0,0,0,0,0,
20/01/2021 07:42:49,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,1,1,0,6,6,0,0,0,0,0,0,0,
20/01/2021 09:27:34,Porto Velho,Hospital Regional de Extrema - HRE,5,2,3,0,0,0,0,0,0,0,0,0,
20/01/2021 09:41:25,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,6,6,0,5,5,2,0,0,0,2,0,2,
20/01/2021 09:50:46,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,8,10,7,0,7,
20/01/2021 09:51:53,Buritis,Hospital Regional de Buritis – HRB,15,5,10,0,0,0,1,0,1,0,0,0,
20/01/2021 10:29:54,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,0,9,1,0,0,0,0,0,0,0,0,
20/01/2021 10:50:26,Cacoal,Hospital Regional de Cacoal – HRC,18,17,1,28,26,1,1,0,1,1,0,1,
20/01/2021 11:07:17,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,17,17,0,1,1,0,0,0,0,0,0,0,
21/01/2021 08:12:58,Ariquemes,Hospital Municipal de Ariquemes - HMA,15,15,0,0,0,0,0,0,0,0,0,0,
21/01/2021 08:39:17,Ariquemes,Centro de Afecções Respiratórias - CAR,0,0,0,28,23,0,0,0,0,0,0,0,
21/01/2021 08:56:14,Vilhena,Hospital Adamastor Teixeira de Oliveira,24,19,5,20,15,0,0,0,0,0,0,0,
21/01/2021 09:45:06,Ariquemes,Hospital Municipal das Crianças - HMC,0,0,0,0,0,0,5,1,4,0,0,0,
21/01/2021 10:18:21,Jaru,Hospital Municipal Sandoval de Araújo Dantas,9,6,3,5,5,0,0,0,0,0,0,0,
21/01/2021 10:19:21,Jaru,Centro de Atendimento a COVID-19 de Jaru,8,6,2,0,0,0,0,0,0,0,0,0,
21/01/2021 10:33:23,Ji-Paraná,Hospital Municipal de Ji-Paraná,30,30,0,10,10,0,2,0,2,0,0,0,
21/01/2021 09:19:42,Porto Velho,Hospital de Campanha,71,62,9,27,27,0,0,0,0,0,0,0,
21/01/2021 10:13:54,Porto Velho,Samar,0,0,0,33,33,0,0,0,0,0,0,0,
21/01/2021 10:24:44,Porto Velho,Hospital de Campanha Zona Leste,12,6,6,18,18,0,0,0,0,0,0,0,
21/01/2021 10:42:43,Porto Velho,Cemetron,24,21,3,18,18,0,0,0,0,0,0,0,
21/01/2021 11:37:06,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,35,0,0,0,0,0,0,0,
21/01/2021 08:20:28,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,1,1,0,6,6,0,0,0,0,0,0,0,
21/01/2021 09:53:34,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,9,9,0,5,5,2,0,0,0,2,0,2,
21/01/2021 10:02:54,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,2,7,1,0,0,0,0,0,0,0,0,
21/01/2021 10:20:13,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,12,12,0,0,0,0,0,0,0,0,0,0,
21/01/2021 10:56:29,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
21/01/2021 11:06:24,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,6,18,7,11,7,1,6,
21/01/2021 11:20:39,Cacoal,Hospital Regional de Cacoal – HRC,18,16,2,28,28,1,1,0,1,1,0,1,
21/01/2021 11:30:10,Buritis,Hospital Regional de Buritis – HRB,15,7,8,0,0,0,1,0,1,0,0,0,
22/01/2021 07:38:27,Ariquemes,Hospital Municipal de Ariquemes - HMA,17,17,0,0,0,0,0,0,0,0,0,0,
22/01/2021 08:48:08,Vilhena,Hospital Adamastor Teixeira de Oliveira,24,18,6,20,15,0,0,0,0,0,0,0,
22/01/2021 09:12:42,Ariquemes,Centro de Afecções Respiratórias - CAR,0,0,0,28,22,0,0,0,0,0,0,0,
22/01/2021 10:32:47,Ji-Paraná,Hospital Municipal de Ji-Paraná,42,39,3,10,10,0,2,0,2,0,0,0,
